/documents/remarks-the-renaissance-hotel-columbus-ohio,"Remarks at the Renaissance Hotel in Columbus, Ohio",2016-10-13,{'Location': '\n    Ohio  '}
/documents/remarks-the-south-florida-fair-expo-center-west-palm-beach-florida,"Remarks at the South Florida Fair Expo Center in West Palm Beach, Florida",2016-10-13,{'Location': '\n    Florida  '}
/documents/remarks-the-cross-insurance-center-bangor-maine,"Remarks at the Cross Insurance Center in Bangor, Maine",2016-10-15,{'Location': '\n    Maine  '}
/documents/remarks-toyota-portsmouth-portsmouth-new-hampshire,"Remarks at Toyota of Portsmouth in Portsmouth, New Hampshire ",2016-10-15,{'Location': '\n    New Hampshire  '}
/documents/remarks-the-ki-convention-center-green-bay-wisconsin-0,"Remarks at the KI Convention Center in Green Bay, Wisconsin",2016-10-17,{'Location': '\n    Wisconsin  '}
/documents/remarks-the-norris-penrose-event-center-colorado-springs-colorado,"Remarks at the Norris-Penrose Event Center in Colorado Springs, Colorado",2016-10-18,{'Location': '\n    Colorado  '}
/documents/remarks-the-delaware-county-fairgrounds-delaware-ohio,"Remarks at the Delaware County Fairgrounds in Delaware, Ohio",2016-10-20,{'Location': '\n    Ohio  '}
/documents/remarks-the-wnc-agricultural-centers-davis-event-center-fletcher-north-carolina,"Remarks at the WNC Agricultural Center's Davis Event Center in Fletcher, North Carolina",2016-10-21,{'Location': '\n    North Carolina  '}
/documents/remarks-the-newtown-athletic-club-sports-training-center-newtown-pennsylvania,"Remarks at the Newtown Athletic Club Sports Training Center in Newtown, Pennsylvania",2016-10-21,{'Location': '\n    Pennsylvania  '}
/documents/remarks-proposals-for-the-first-100-days-office-the-eisenhower-complex-gettysburg,"Remarks on Proposals for the First 100 Days in Office at the Eisenhower Complex in Gettysburg, Pennsylvania",2016-10-22,{'Location': '\n    Pennsylvania  '}
/documents/remarks-the-collier-county-fairgrounds-naples-florida,"Remarks at the Collier County Fairgrounds in Naples, Florida",2016-10-23,{'Location': '\n    Florida  '}
/documents/remarks-mcglohon-theatre-spirit-square-charlotte-north-carolina,"Remarks at McGlohon Theatre at Spirit Square in Charlotte, North Carolina",2016-10-26,{'Location': '\n    North Carolina  '}
/documents/remarks-the-champions-center-expo-springfield-ohio,"Remarks at the Champions Center Expo in Springfield, Ohio",2016-10-27,{'Location': '\n    Ohio  '}
/documents/remarks-radisson-armory-manchester-new-hampshire,"Remarks at Radisson Armory in Manchester, New Hampshire",2016-10-28,{'Location': '\n    New Hampshire  '}
/documents/remarks-the-jeffco-fairgrounds-event-center-golden-colorado,"Remarks at the Jeffco Fairgrounds Event Center in Golden, Colorado",2016-10-29,{'Location': '\n    Colorado  '}
/documents/remarks-the-phoenix-convention-center-phoenix-arizona,"Remarks at the Phoenix Convention Center in Phoenix, Arizona",2016-10-29,{'Location': '\n    Arizona  '}
/documents/remarks-macomb-community-college-south-campus-warren-michigan,"Remarks at Macomb Community College South Campus in Warren, Michigan",2016-10-31,{'Location': '\n    Michigan  '}
/documents/remarks-obamacare-valley-forge-pennsylvania,"Remarks on Obamacare in Valley Forge, Pennsylvania",2016-11-01,{'Location': '\n    Pennsylvania  '}
/documents/remarks-the-central-florida-fairgrounds-orlando-florida,"Remarks at the Central Florida Fairgrounds in Orlando, Florida",2016-11-02,{'Location': '\n    Florida  '}
/documents/remarks-the-bayfront-park-amphitheater-miami-florida,"Remarks at the Bayfront Park Amphitheater in Miami, Florida",2016-11-02,{'Location': '\n    Florida  '}
/documents/remarks-js-dorton-arena-raleigh-north-carolina,"Remarks at J.S Dorton Arena in Raleigh, North Carolina",2016-11-07,{'Location': '\n    North Carolina  '}
